Nº;MES;DIRIGIDA A;TIPO;DETALLE;;;;;;;;;;;;;;;;;;;;;;;
719;5;SISTEMAS;SUGERENCIA;"necesitan una pestaña donde se pueda redactar las problemáticas cuando no se ven incluidos dentro de las categorías predeterminadas de trámites. a veces se necesitan hacer otras consultas o resolver otras problemáticas que no son las mencionadas. se puede solucionar agregando una categoría ""varios"" dentro de las pestañas trámites para cada uno de los conceptos automotor- inmobiliario, etc.";;;;;;;;;;;;;;;;;;;;;;;
720;5;SISTEMAS;SUGERENCIA;mas simple seria mejor para el resto de los mortales;;;;;;;;;;;;;;;;;;;;;;;
721;5;GESTION INTERNA;SUGERENCIA;me gustaría que se respondiera con mayor rapidez los tramites ya que tardan demasiado.;;;;;;;;;;;;;;;;;;;;;;;
722;5;SISTEMAS;SUGERENCIA;debería ser más amigable;;;;;;;;;;;;;;;;;;;;;;;
723;5;GESTION INTERNA;SUGERENCIA;se necesitaría recibir una respuesta  rápida a la solucion del problema/;;;;;;;;;;;;;;;;;;;;;;;
724;5;GESTION INTERNA;SUGERENCIA;podrian aplicar mas rapido los pagos o aclara que se envie el comprobante de presentacion y pago de los impuestos a determinado correo;;;;;;;;;;;;;;;;;;;;;;;
725;5;ATENCION CONTRIBUYENTE;QUEJA;habría preferido hablador teléfono pero durante días llame y nunca pude hablar en ningún horario. me cuesta mucho trabajar en la web;;;;;;;;;;;;;;;;;;;;;;;
726;5;SISTEMAS;QUEJA;la sección de sellados y tasa de justicia cuesta mucho para lograr el objetivo final cual es el pago del tributo;;;;;;;;;;;;;;;;;;;;;;;
727;5;SISTEMAS;SUGERENCIA;mejorar las opciones para un mejor desarrollo de la consulta ya que sin supervisión cuesta mucho;;;;;;;;;;;;;;;;;;;;;;;
728;5;ATENCION CONTRIBUYENTE;SUGERENCIA;debería poder hacerse los tramites en oficinas también, ya que muchos nos cuesta por hacerlo en forma virtual.;;;;;;;;;;;;;;;;;;;;;;;
729;5;ATENCION CONTRIBUYENTE;RECLAMO;pésima atención por los que se encargan de recepción de sellos ( no de todos) pero pedí reiteradas veces ayuda ya que soy una personas mayor y nunca obtuve mas que él instructivo , nunca pude hacer un sello a través de sellos web ya que él paso 4 de 4 no se como resolverlo y atm nunca devolvió una consulta concreta mandan una y otra vez él instructivo y eso que aclare que no lo se resolver, hay que mejorar esa parte ya que algunos somos mayores y nos cuenta mas, muchas gracias.;;;;;;;;;;;;;;;;;;;;;;;
730;5;SISTEMAS;SUGERENCIA;no realizar mantenimiento del sistema en horarios laborales. más claridad en instrucciones;;;;;;;;;;;;;;;;;;;;;;;
731;5;GESTION INTERNA;SUGERENCIA;acelerar los tramites porque se demoran 60 dias para sacar una resolucion;;;;;;;;;;;;;;;;;;;;;;;
732;5;GESTION INTERNA;RECLAMO;sigo esperando respuesta por un error de cobro en un rapipago. el impuesto a pagar era de $445 y me cobraron $8.245. necesito que me consideren ese crédito para el pago de otros impuestos. espero respuesta y además sería bueno que enviaran recordatorio e impuestos a pagar por email;;;;;;;;;;;;;;;;;;;;;;;
733;5;SISTEMAS;RECLAMO;cuando querés ingresar a automotor / mobiliario te redirecciona a la antigua páguina y te sale una ventana emergente cada vez que realizar click. podría sacarlo ya! otra cosa, no es muy intuitiva la página en sí. resaltaría las botoneras de acciones, cada vez que ingresas te pide validar el mail y tildar que infor e impuestos queres recibir al mismo. yo ya lo he echo, adheri todos mis servicios a boleto mail y aun me lo sigue preguntando!;;;;;;;;;;;;;;;;;;;;;;;
734;5;SISTEMAS;SUGERENCIA;se podría automatizar los planes de pago eligiendo los periodos adeudados y que genere un unico boleto;;;;;;;;;;;;;;;;;;;;;;;
735;5;ATENCION CONTRIBUYENTE;QUEJA;me comuniqué por deuda de ingresos brutos, para pedir la liquidación de la misma.;;;;;;;;;;;;;;;;;;;;;;;
736;5;SISTEMAS;SUGERENCIA;actualicen el sistema, mejor asesoramiento y un interfaz más claro y simple;;;;;;;;;;;;;;;;;;;;;;;
737;5;ATENCION CONTRIBUYENTE;QUEJA;dificil obtener respuesta a dudas(ya sea de forma virtual de forma telefonica y por app);;;;;;;;;;;;;;;;;;;;;;;
738;5;SISTEMAS;SUGERENCIA;el aplicativo sellos web debería permitir el trámite de sellado no solo a los propietarios, sino también a los usufructuarios. ;;;;;;;;;;;;;;;;;;;;;;;
739;5;GESTION INTERNA;QUEJA;los tramites presentados en forma virtual, son demasiado lentos en resolverse.;;;;;;;;;;;;;;;;;;;;;;;
740;5;SISTEMAS;FELICITACIONES;es excelente la pagina. mi critica es respecto a la respuesta en la resolucion de los expedintes electronicos. generalmente hago cambio de titularidad en los inmuebles o sellados de contratos;;;;;;;;;;;;;;;;;;;;;;;
741;5;SISTEMAS;SUGERENCIA;es muy difícil llegar a las notificaciones respecto de los trámites iniciados a través de mis trámites.;;;;;;;;;;;;;;;;;;;;;;;
742;5;SISTEMAS;SUGERENCIA;incluir mayor cantidad de sistemas ;;;;;;;;;;;;;;;;;;;;;;;
743;5;SISTEMAS;SUGERENCIA;mayor integración de los sistemas, puesto que ya he sido dado de alta en el monotributo y aun no puedo bajar la contacia de ingresos brutos.. neceserias para poder terminar mis tramites;;;;;;;;;;;;;;;;;;;;;;;
744;5;ATENCION CONTRIBUYENTE;QUEJA;es muy mala la atención al cliente. los emails los responden como si fueran respuestas automáticas, cero colaboración y ayuda. además la línea telefónica nunca funciona. no atienden y al rato de 20min se corta directamente. muy malo el servicio.;;;;;;;;;;;;;;;;;;;;;;;
745;5;SISTEMAS;SUGERENCIA;"facilitar más el uso de esta herramienta; la entienden facilmente solo los que pasan el día sobre  ella y los que tenemos que usarla periódicamente, encontramos dificultades. por ejemplo: estoy intentando solicitar  un plan de pago para regularizar mi deuda 2020 y luego de horas de intentos, no encuentro el camino a seguir. si el sistema fuera más amigable, yo, con los conocimientos actuales de informática q";;;;;;;;;;;;;;;;;;;;;;;
746;5;SISTEMAS;SUGERENCIA;algunas secciones no son de fácil compresión para un usuario que no es contador;;;;;;;;;;;;;;;;;;;;;;;
747;5;GESTION INTERNA;QUEJA;no reclamen deudas prescriptas , estan ahogando al contribuyente y ponen palos en la ruedad;;;;;;;;;;;;;;;;;;;;;;;
748;5;CATASTRO;QUEJA;" ""algunos"" tramites realizados en la dirección general de catastro, tienen demasiada  demora, lo que produce inconvenientes importantes en la transferencia de los inmuebles";;;;;;;;;;;;;;;;;;;;;;;
749;5;SISTEMAS;QUEJA;no encontre el nombre de mi tramite;;;;;;;;;;;;;;;;;;;;;;;
750;5;SISTEMAS;RECLAMO;debe aclarar mas los detalles en mis tramites para adjuntar documentacion falta para adjuntar en el expediente  que se tramita hay que colocar otros para los que faltan;;;;;;;;;;;;;;;;;;;;;;;
751;5;ATENCION CONTRIBUYENTE;SUGERENCIA;ayuda con un representante online.;;;;;;;;;;;;;;;;;;;;;;;
752;5;SISTEMAS;SUGERENCIA;yo necesito de mis hijas para poder entender esto, yo soy un señor grande sin tecnología, me cuesta muchísimo. tal vez se debería tener en cuenta cierta edad para realizar tramites de manera más presencial.;;;;;;;;;;;;;;;;;;;;;;;
753;5;SISTEMAS;SUGERENCIA;debería ser mas explicativa la pagina;;;;;;;;;;;;;;;;;;;;;;;
754;5;SISTEMAS;SUGERENCIA;falta un lugar claro en los cuales poder hacer un reclamo especifico;;;;;;;;;;;;;;;;;;;;;;;
755;5;SISTEMAS;FELICITACIONES;ninguna;;;;;;;;;;;;;;;;;;;;;;;
756;5;GESTION INTERNA;QUEJA;estoy esperanto una respuesta de expediente electrónico;;;;;;;;;;;;;;;;;;;;;;;
757;5;SISTEMAS;SUGERENCIA;el uso de plataformas para realizar trámites es muy cómodo y estoy acostumbrada a hacerlo pero esta vez me costó un poco hallar el trámite que necesitaba realizar. yo pude navegar por la página, comprender la información, escanear los documentos etc. pero no sé si cualquier persona puede realizar un trámite a través de este medio. hay que seguir trabajando en la simplificación.;;;;;;;;;;;;;;;;;;;;;;;
758;5;SISTEMAS;RECLAMO;para abonar la tasa de justicia es complejo el formulario, ademas de poco claro. ;;;;;;;;;;;;;;;;;;;;;;;
759;5;SISTEMAS;RECLAMO;deben registrar los pagos, asi evitan tramites de los contribuyentes;;;;;;;;;;;;;;;;;;;;;;;
760;5;SISTEMAS;RECLAMO;deberían actualizar los instructivos y agregar más, hay temas que no están y hay que buscar información en otro lado;;;;;;;;;;;;;;;;;;;;;;;
761;5;SISTEMAS;QUEJA;en varias oportunidades la página muestra que no han sido presentadas declaraciones juradas, cuando han sido presentadas en tiempo y forma...y esta situación trae complicaciones al querer generar el estado de cumplimiento...ya que hay que esperar que se procese la información que no muestra el sistema y que está presentada.;;;;;;;;;;;;;;;;;;;;;;;
762;5;SISTEMAS;FELICITACIONES;pagina correcta;;;;;;;;;;;;;;;;;;;;;;;
763;5;GESTION INTERNA;QUEJA;que lean los reclamos porque hice un reclamo y me respondieron con algo que ya se. y no e dieron una solución, entonces al final una opta por tener que ir presencialmente.;;;;;;;;;;;;;;;;;;;;;;;
764;5;SISTEMAS;FELICITACIONES;excelente el servicio. espero que siga así y mejorando. felicitaciones;;;;;;;;;;;;;;;;;;;;;;;
765;5;SISTEMAS;QUEJA;no logré mi objetivo, realizar plan de pago por deuda de patente. imagino que recibiré por mail lo solicitado. gracias;;;;;;;;;;;;;;;;;;;;;;;
766;5;GESTION INTERNA;SUGERENCIA;mayor agilidad en algunos trámites. incorporación de más trámites online de ingresos brutos. modificación de actividades, domicilios, etc.;;;;;;;;;;;;;;;;;;;;;;;
767;5;SISTEMAS;SUGERENCIA;me gustaria que hagan mas capacitaciones para poder utilizar las paginas correctamente ;;;;;;;;;;;;;;;;;;;;;;;
768;5;SISTEMAS;SUGERENCIA;"en el proceso de sellado ""automático"", podría generar el comprobante ""formal"" de sellado exento; podría permitir agregar al verdadero locador, que no siempre es el titular registral, por ej en caso de usufructos vitalicios. debería permitir agregar más propiedades pues a veces en un solo contrato hay más de una propiedad. gracias";;;;;;;;;;;;;;;;;;;;;;;
769;5;GESTION INTERNA;QUEJA;se demoran en el sellado de cesión de derechos y acciones;;;;;;;;;;;;;;;;;;;;;;;
770;5;SISTEMAS;SUGERENCIA;debería ajustar mejor la salida de archivos al sistema convenio multilateral;;;;;;;;;;;;;;;;;;;;;;;
771;5;SISTEMAS;QUEJA;para los contratos de alquiler no ha sido fácil hacer el tramite de sellado;;;;;;;;;;;;;;;;;;;;;;;
772;5;ATENCION CONTRIBUYENTE;QUEJA;el teléfono  muchísimo tiempo de espera ;;;;;;;;;;;;;;;;;;;;;;;
773;5;SISTEMAS;SUGERENCIA;por ejemplo para tramitar la suspension de cobro por hurto/ robo luego como sigo el tramite? no entendi;;;;;;;;;;;;;;;;;;;;;;;
774;5;SISTEMAS;SUGERENCIA;esta muy bien, siempre se puede mejorar, sugiero explicitar el pago de sellado no todos poseen la escala de acuerdo a los valores de los alquileres en los contratos máxime que ahora es por 3 años.;;;;;;;;;;;;;;;;;;;;;;;
775;5;SISTEMAS;SUGERENCIA;poner un chat virtual para consultas. agregar gente que atienda llamadas. ;;;;;;;;;;;;;;;;;;;;;;;
776;5;SISTEMAS;RECLAMO;en varias ocasiones la pagina no funciona, es imposible realizar los pagos de tasa de justicia, por la web ya que la misma deja de funcionar,. los expedientes electrónicos, sin movimientos desde sus inicios, por mas bonita que sea la pagina y plataforma si luego no funciona, o no verifican los expedientes carece todo de sentido, ;;;;;;;;;;;;;;;;;;;;;;;
777;5;SISTEMAS;SUGERENCIA;agregar otros tipos de trámites, por ejemplo: reclamo bd ;;;;;;;;;;;;;;;;;;;;;;;
778;5;ATENCION CONTRIBUYENTE;QUEJA;el 148 siempre esta ocupado;;;;;;;;;;;;;;;;;;;;;;;
779;5;GESTION INTERNA;RECLAMO;falta más agilidad en las repuestas de los trámites on line;;;;;;;;;;;;;;;;;;;;;;;
780;5;GESTION INTERNA;SUGERENCIA;mayor agilidad en los tramites relacionados a catastro;;;;;;;;;;;;;;;;;;;;;;;
781;5;GESTION INTERNA;SUGERENCIA;debieran ser más explícitos en alguno trámites;;;;;;;;;;;;;;;;;;;;;;;
782;5;SISTEMAS;FELICITACIONES;la pagina es excelente!! la sección de tramites es confusa no es intuitiva.;;;;;;;;;;;;;;;;;;;;;;;
783;5;SISTEMAS;SUGERENCIA;mas claridad para realizar los tramites en linea;;;;;;;;;;;;;;;;;;;;;;;
784;5;GESTION INTERNA;QUEJA;la respuesta que me dieron no era completa por ello tuve que iniciar un nuevo tramite ya que no aclaran el porque de lo que responden.-;;;;;;;;;;;;;;;;;;;;;;;
785;5;SISTEMAS;RECLAMO;deberían buscar herramientas / sistemas y recurso humano más competentes con las labores a ejecutar. ;;;;;;;;;;;;;;;;;;;;;;;
786;5;SISTEMAS;RECLAMO;no escontré como responder el expediente electrónico y tuve que iniciar uno nuevo. debería ser un poco más fácil, simple, entendible;;;;;;;;;;;;;;;;;;;;;;;
787;5;GESTION INTERNA;QUEJA;lean los trámites online que uno realiza tengo uno del 25/02/2021 y aun no pasa nada ;;;;;;;;;;;;;;;;;;;;;;;
788;5;ATENCION CONTRIBUYENTE;RECLAMO;"imposible comunicarse al 148, deberían ser más ágiles los operadores, ó poner más. el trámite electrónico no es del todo claro, en mi caso, trato de notificar que no se ha imputaado un pago de la patente de mi vehículo y al adjuntar el archivo opción cpte. de pago no sale, no se si está bien ó mal al ingresar opción ""constancia"" para el adjunto.";;;;;;;;;;;;;;;;;;;;;;;
789;5;CATASTRO;SUGERENCIA;los trámites correspondientes en la dirección general de catastro deberían ser resueltos con mayor rapidez ;;;;;;;;;;;;;;;;;;;;;;;
790;5;GESTION INTERNA;SUGERENCIA;tardan mucho en dar una repuesta a un trámite muy sencillo;;;;;;;;;;;;;;;;;;;;;;;
791;5;GESTION INTERNA;SUGERENCIA;agilizar el tiempo de respuesta de tramites electronicos.;;;;;;;;;;;;;;;;;;;;;;;
792;5;SISTEMAS;SUGERENCIA;el sistema no es intuitivo y los accesos o derivaciones son muy rebuscadas, por lo que a la media de la población le será muy difícil operar aquí. ;;;;;;;;;;;;;;;;;;;;;;;
793;5;SISTEMAS;RECLAMO;el tema sellado en muchos casos es necesario hablar con alguien que asesore en el momento y siempre es imposible.;;;;;;;;;;;;;;;;;;;;;;;
794;5;SISTEMAS;SUGERENCIA;poder obtener la deuda de los impuestos directamente por la pagina, sin tener que asistir a la bolsa de comercio o a las oficinas de atm que actualmente ninguna atiende;;;;;;;;;;;;;;;;;;;;;;;
795;5;GESTION INTERNA;QUEJA;los trámites resultan muy lentos y mal interpretados. como ha sucedido en mi caso, que solicité la compensación del doble pago del impuesto automotor del dominio jxv298 del peugeot 207, de la que soy titular, por $ 16.606,  que se compensara con la deuda  del impuesto automotor =ac847in, ford focus, del año 2020, del cual también soy titular, y archivaron el expte. resolviendo que el inmueble a mi nombre no posee deuda. yo jamás mencioné un inmueble en mi solicitud. han pasado largos meses, mi dinero, que se encuentra en vuestro poder, se desvaloriza abruptamente, como es de público conocimiento y uds, mientras tanto, estarán generando intereses a mi deuda, lo que resulta totalmente injusto.;;;;;;;;;;;;;;;;;;;;;;;
796;5;GESTION INTERNA;QUEJA;los trámites online a veces no son resueltos de acuerdo a lo solicitado.;;;;;;;;;;;;;;;;;;;;;;;
797;5;SISTEMAS;QUEJA;me costó muchisimo solicitar un sellado, todavia no sé si está bien hecho el trámite porque no sé ni donde fijarme la resolución del tema. solo me dieron un numero de expediente y ahora no sé como sigue todo el trámite.;;;;;;;;;;;;;;;;;;;;;;;
798;5;GESTION INTERNA;QUEJA;demasiado lento para resolver algo que presencialmente se resuelve en 15 minutos ;;;;;;;;;;;;;;;;;;;;;;;
799;5;SISTEMAS;SUGERENCIA;aclarar el domicilio de la ventanilla única, porque los datos llevan al edificio de atm.;;;;;;;;;;;;;;;;;;;;;;;
800;5;ATENCION CONTRIBUYENTE;QUEJA;"que los empleados d
se po gan a trabajar. sino que dejen que personas con ganas de trabajar tomen su lugar. es un desastre la atencion y los tramites virtuales siempre los observan y no te dan soluciones. se necesita gente con ganas de ayudar al cliente o usuario como le llamen";;;;;;;;;;;;;;;;;;;;;;;
801;5;SISTEMAS;SUGERENCIA;muy engorroso el tramite para la baja de impuestos, debería ser mas expeditivo e interactivo;;;;;;;;;;;;;;;;;;;;;;;
802;5;SISTEMAS;RECLAMO;si bien la información es clara, para algunos trámites como un sellado de contrato el cual no tiene un monto fijo estipulado para un contribuyente común es imposible saber como calcular el monto imponible salvo que se consulte con alguna persona que ya realizo este tipo de tramite, en mi caso particular un operador telefónico  de atm no supo explicarme  como hacerlo. ;;;;;;;;;;;;;;;;;;;;;;;
803;5;SISTEMAS;SUGERENCIA;la pregunta 4 aún no se resuelve porque recién estoy iniciando el trámite. gracias. suguiero la posibilidad de realizar reimputaciones de pagos a través de la página, para el caso de pagos duplicados. también la posibilidad de ver todos los pagos realizados con fecha de pago.;;;;;;;;;;;;;;;;;;;;;;;
804;5;SISTEMAS;SUGERENCIA;adjuntar más explicaciones, más opciones y simplificar los pagos, aún con intereses. generar un plan de pagos por pocos intereses generados por pocos meses de retraso, no es práctico.  ;;;;;;;;;;;;;;;;;;;;;;;
805;5;SISTEMAS;RECLAMO;por favor controlar que los vehiculos sean cargados en el sistema como corresponde, ya hace varios año me paso que le dieron baja a un vehiculo de mi titularidad x error y actualmente aun no le dan de baja a un vehiculo que esta transferido. seria importante que trabajen con seriedad y sin perjudicar a nadie.;;;;;;;;;;;;;;;;;;;;;;;
806;5;SISTEMAS;SUGERENCIA;más accesibilidad para gente mayor;;;;;;;;;;;;;;;;;;;;;;;
807;5;SISTEMAS;SUGERENCIA;"en el punto 4, el trámite que inicié todavía no está resuelto, si es posible resolverlo de manera electrónica, es una excelente y práctica opción.
si estaría que hubiera un punto directo para modificar los datos del domicilio fiscal. ";;;;;;;;;;;;;;;;;;;;;;;
808;5;SISTEMAS;SUGERENCIA;sellos muy complejo ;;;;;;;;;;;;;;;;;;;;;;;
809;5;ATENCION CONTRIBUYENTE;QUEJA;nadie atiende los teléfonos. ;;;;;;;;;;;;;;;;;;;;;;;
810;5;SISTEMAS;RECLAMO;el instructivo de sellados de ordenes de compra no es claro o esta des actualizado;;;;;;;;;;;;;;;;;;;;;;;
811;5;ATENCION CONTRIBUYENTE;FELICITACIONES;muy rapida atención y solución de consultas.;;;;;;;;;;;;;;;;;;;;;;;
812;5;SISTEMAS;RECLAMO;los expedientes para liquidar tasa de justicia de inmuebles fuera d ela provincia es muy dificillllll;;;;;;;;;;;;;;;;;;;;;;;
813;5;;VARIOS;solo puedo indicar que una respuesta fue indicada como nada satisfactoria, debido a que el trámite aún no ha finalizado por lo tanto no se cual es el grado de satisfacción ante la solución que puedan dar.;;;;;;;;;;;;;;;;;;;;;;;
814;5;SISTEMAS;SUGERENCIA;en relación a la funcionalidades, me parece que deberían ser más difundidas, y estaría bueno que cuando llegan notificaciones por mail, ya venga en el correo la misma y no tener que entrar por la plataforma.;;;;;;;;;;;;;;;;;;;;;;;
815;5;GESTION INTERNA;SUGERENCIA;deberian agilizar los tramites ;;;;;;;;;;;;;;;;;;;;;;;
816;5;GESTION INTERNA;SUGERENCIA;dar continuidad a las consultas que se hacen en los tramites;;;;;;;;;;;;;;;;;;;;;;;
817;5;SISTEMAS;RECLAMO;página poco intuitiva y falta de guia para los diversos tramites.;;;;;;;;;;;;;;;;;;;;;;;
818;5;SISTEMAS;QUEJA;que funcione la pagina;;;;;;;;;;;;;;;;;;;;;;;
819;5;SISTEMAS;RECLAMO;un poco confusos los procedimientos, en la carga de documentacion no estan bien descriptos los tipos de documentos;;;;;;;;;;;;;;;;;;;;;;;
820;5;ATENCION CONTRIBUYENTE;SUGERENCIA;en algunos casos es importante conseguir un turno para ser atendido en forma presencial.;;;;;;;;;;;;;;;;;;;;;;;
821;5;SISTEMAS;RECLAMO;no encontre el icono para dejar informado que el expediente que inicie es para  un tercero;;;;;;;;;;;;;;;;;;;;;;;
822;5;FISCALIZACION;RECLAMO;los organismos que piden la emisión de boletos de pago como la dirección de fiscalización y control meiye, deberían ser capacitados para que puedan guiar mejor a los contribuyentes. quizá sea suficiente que tengan un pequeño volante con instrucciones. la información que les suministran es muy imprecisa. ;;;;;;;;;;;;;;;;;;;;;;;
823;5;;VARIOS;solo necesito que me envíen una copia del boleto inmobiliario 2020 con detalle del avalúo de mi propiedad 06-448088;;;;;;;;;;;;;;;;;;;;;;;
824;5;SISTEMAS;FELICITACIONES;excelente el trabajo y  el tiempo que ahorra esta página;;;;;;;;;;;;;;;;;;;;;;;
825;5;GESTION INTERNA;RECLAMO;falta celeridad en los trámites.;;;;;;;;;;;;;;;;;;;;;;;
826;5;SISTEMAS;SUGERENCIA;se necesita una pagina más simple, acorde a la cognición de un usuario común, con menos ruido y acorde a las necesidades de tiempo del internauta.;;;;;;;;;;;;;;;;;;;;;;;
827;5;SISTEMAS;SUGERENCIA;podrian poner tutoriales para la realizacon de los tramites;;;;;;;;;;;;;;;;;;;;;;;
828;5;SISTEMAS;SUGERENCIA;se debe poder pagar el boleto automotor por este medio;;;;;;;;;;;;;;;;;;;;;;;
829;5;SISTEMAS;RECLAMO;mejorar el servicio de tasa de justicia, mas que nada para el fuero de familia, no contiene todos los procesos y es dificil calcular la tasa a pagar;;;;;;;;;;;;;;;;;;;;;;;
830;5;SISTEMAS;RECLAMO;faltan detallar requisitos por trámite;;;;;;;;;;;;;;;;;;;;;;;
831;5;SISTEMAS;SUGERENCIA;agregar en el cambio de datos personales el domicilio del contribuyente tal como lo tiene implementado la afip;;;;;;;;;;;;;;;;;;;;;;;
832;5;SISTEMAS;QUEJA;el trámite online presenta problemas cuando la persona es mayor;;;;;;;;;;;;;;;;;;;;;;;
833;5;GESTION INTERNA;SUGERENCIA;tiempo de resolucion extendido;;;;;;;;;;;;;;;;;;;;;;;
834;5;SISTEMAS;SUGERENCIA;sugiero que los tramites por mis tramites permitan una comunicación mas fluida con los agentes;;;;;;;;;;;;;;;;;;;;;;;
835;5;SISTEMAS;SUGERENCIA;tratar de agilizar el envio del boleto de tasa de justicia ;;;;;;;;;;;;;;;;;;;;;;;
836;5;SISTEMAS;FELICITACIONES;muy amigable y simple de operar;;;;;;;;;;;;;;;;;;;;;;;
837;5;SISTEMAS;SUGERENCIA;debiera ser más sencillo para las personas mayores ;;;;;;;;;;;;;;;;;;;;;;;
838;5;SISTEMAS;SUGERENCIA;no se entiende el tramite de sellado de un alquiler;;;;;;;;;;;;;;;;;;;;;;;
839;5;SISTEMAS;SUGERENCIA;no me dice como me enviaran la constancia supongo al correo;;;;;;;;;;;;;;;;;;;;;;;
840;5;ATENCION CONTRIBUYENTE;SUGERENCIA;"las respuestas que envian al correo sobre los tramites iniciados deben contener mas información, por ejemplo: ""su solicitud esta observada deberá ser resuelta por usted"" . pero no especifica que está mal.";;;;;;;;;;;;;;;;;;;;;;;
841;5;SISTEMAS;SUGERENCIA;ha mejorado mucho la página, sería muy útil poder blanquear claves o cambiar mails para generación de claves de oficina virtual por este medio;;;;;;;;;;;;;;;;;;;;;;;
842;5;ATENCION CONTRIBUYENTE;SUGERENCIA;la atencion telefonica para blanquear una cuenta es muy tediosa comparada con lo agil de la plataforma ;;;;;;;;;;;;;;;;;;;;;;;
843;5;SISTEMAS;QUEJA;no llega ;;;;;;;;;;;;;;;;;;;;;;;
844;5;SISTEMAS;RECLAMO;no se entiende como ver las respuestas de mis tramites on line ;;;;;;;;;;;;;;;;;;;;;;;
845;5;SISTEMAS;SUGERENCIA;hay que mejorar la integración de la patota en dispositivos móviles.;;;;;;;;;;;;;;;;;;;;;;;
846;5;GESTION INTERNA;QUEJA;hace tiempo y en reiteradas oportunidades hace que estoy solicitando la exención 50% impuesto automotor, vivo en malargüe y no entiendo por que no dispongo de dichi}o beneficio ;;;;;;;;;;;;;;;;;;;;;;;
847;5;SISTEMAS;RECLAMO;"la aplicación syges debería permitir guardar temporalmente el trámite ya que se pierde sesión antes de poder finalizar y se pierde todo lo realizado. cuando estaba haciendo un tramite pulse en el check ""ver anulados"" y se ocultaron todos los adjuntos, lo cual es correcto, pero al descheckear no se visualizaron nuevamente los archivos que tenía adjuntos.";;;;;;;;;;;;;;;;;;;;;;;
848;5;GESTION INTERNA;FELICITACIONES;excelente respuesta via online;;;;;;;;;;;;;;;;;;;;;;;
849;5;SISTEMAS;SUGERENCIA;no todos las personas sabemos y entendemos las referencias cuando queremos realizar algún tramite en la pagina. entiendo la situación actual pero si no tuviera la ayuda de mi contadora, estaría completamente perdida en y con atm. suerte con las mejoras.;;;;;;;;;;;;;;;;;;;;;;;
850;5;SISTEMAS;SUGERENCIA;mas tramites autogestionables;;;;;;;;;;;;;;;;;;;;;;;
851;5;SISTEMAS;FELICITACIONES; muy buena ;;;;;;;;;;;;;;;;;;;;;;;
852;5;;VARIOS;estoy esperando saber  como se va a resolver el tramite iniciado, es la primeravez que utilizo este servicio;;;;;;;;;;;;;;;;;;;;;;;
853;5;SISTEMAS;SUGERENCIA;creo que son muy limitadas las opciones para los trámites y lo mismo para gestionar en la página cualquier otra cosa, como un plan de pago.;;;;;;;;;;;;;;;;;;;;;;;
854;5;SISTEMAS;RECLAMO;poder pagar en rapipago o pago fácil de otras provincias. estoy en jujuy y no me toman el comprobante de su pagina para abonar, y por la web me da para pagar el importe sin la mora del pago retrasado del año anterior, con lo cual se sigue sumando deuda por la falta de generación de factuyras que se puedan pagar desde cualquier punto y la falta de actualización en su página para abonar el importe al día;;;;;;;;;;;;;;;;;;;;;;;
855;5;SISTEMAS;SUGERENCIA;me resultaron poco claras las opciones de trámites;;;;;;;;;;;;;;;;;;;;;;;
856;5;ATENCION CONTRIBUYENTE;QUEJA;muchos errores de la página, poca respuestas al 148.;;;;;;;;;;;;;;;;;;;;;;;
857;5;GESTION INTERNA;QUEJA;el tramite no fue resuelto todavia.;;;;;;;;;;;;;;;;;;;;;;;
858;5;SISTEMAS;SUGERENCIA;deberia permitirse crear vep para pago de iibb desde pagina de afip (asi como se genera para ag de retencion o escribanos, etc). ;;;;;;;;;;;;;;;;;;;;;;;
859;5;ATENCION CONTRIBUYENTE;SUGERENCIA;debería haber un importante call center para evacuar consultas.;;;;;;;;;;;;;;;;;;;;;;;
860;5;GESTION INTERNA;QUEJA;necesito que respondan y resuelvan el expediente electrónico ee89362021 que está creado desde el 10/02/2021. gracias;;;;;;;;;;;;;;;;;;;;;;;
861;5;GESTION INTERNA;RECLAMO;mas rapidez en los tramites, que se preste atención y no generar nuevo inconveniente al ciudadano ;;;;;;;;;;;;;;;;;;;;;;;
862;5;SISTEMAS;RECLAMO;por favor en la parte de plan de pagos cuando no se pueda pagar tiene que haber alguna forma de solución fácil para reactivar esa cuota y poder pagarla, porque la intención y voluntad de pago de parte del contribuyente esta, lo difícil es encontrar gente de atm que atiende el pedido y de una solución pronto.;;;;;;;;;;;;;;;;;;;;;;;
863;5;GESTION INTERNA;SUGERENCIA;me gustaría más rapidez;;;;;;;;;;;;;;;;;;;;;;;
864;5;GESTION INTERNA;SUGERENCIA;notificar el avance del tramite, es decir el paso a las distintas oficinas u observaciones,  al correo electrónico ;;;;;;;;;;;;;;;;;;;;;;;
865;5;GESTION INTERNA;SUGERENCIA;acelerar los tiempos en que generan las boletas de pago.;;;;;;;;;;;;;;;;;;;;;;;
