Marca temporal;1. Utiliza habitualmente la página web de ATM;2. Le resultó simple la creación de su cuenta en Mis Trámites;3. Le resulta comprensible la sección de Mis Trámites;4. El trámite que realizó dentro de Mis Trámites fue resuelto de forma:;5. La información brindada por la página web de ATM es:;6. El boleto para pagar el año 2021 lo obtiene por:;Agregue aquí su sugerencia
3/12/2021 11:05:34;SI;NO;SI;Satisfactoria;Buena;Descarga de la página web de ATM;"Es muy engorroso el sistema para generar el sellado de las OC, ni hablar si se vence la boleta o se quiere rectificar algun dato.
"
3/12/2021 11:22:14;SI;SI;SI;Muy satisfactoria;Buena;Descarga de la página web de ATM;poder pagar con Mercado Pago, códigos QR o pago manual
3/12/2021 11:38:06;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;ESTE SITEMA HA AGILIZADO MUCHO LOS TRAMITES EN ESTE ORGANISMO
3/12/2021 11:55:55;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
3/12/2021 12:06:24;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
3/12/2021 12:34:05;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;Deberian cambiar la plataforma sobre la que corre la pagina porque tarda mucho en actualizar cada click que se hace. Por cada click hay que esperar varios segundos y no es practico
3/12/2021 13:32:16;NO;SI;SI;Muy satisfactoria;Muy Buena;Recepción por correo electrónico;
3/12/2021 13:42:39;SI;SI;SI;Nada satisfactoria;Buena;Descarga de la página web de ATM;
3/12/2021 15:16:35;SI;SI;NO;Nada satisfactoria;Buena;Home banking ;Es muy bueno hacer trámites desde casa, pero no he logrado pedir mi compensación.  QUIZÁS DEBIERA SER MÁS ACCESIBLE (MÁS FÁCIL PARA LOS MAYORES). Gracias.
3/12/2021 15:56:23;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
3/12/2021 16:36:11;NO;SI;NO;Satisfactoria;Buena;Descarga de la página web de ATM;ver la forma de simplificar los tramites para las personas mayores nos cuesta un poco realizar los mismas gracias.
3/12/2021 19:54:54;SI;SI;NO;Poco satisfactoria;Regular;Descarga de la página web de ATM;Simplificar más el tema de los trámites on line, dar de baja los automóviles y los inmuebles que uno vende, así como tan rápido como dan de alta lo que uno compra...
3/12/2021 20:40:56;NO;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;Marqué poco satisfactoria, porque en el 2020 mi marido realizó el reclamo online y solo se realizó el arreglo de la mitad de las cosas. Ahora he vuelto a generar el reclamo yo. 
3/12/2021 21:22:43;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
3/13/2021 2:34:43;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;Agilizar los trámites online, mejorar el funcionamiento de la página web, ser menos burocráticos en casos obvios
3/13/2021 11:41:45;NO;NO;NO;Nada satisfactoria;Regular;"lo tenemos que sacar nosotros porque ""NO "" nos llega.- Gracias";son tramites engorrosos para realizar un sellado y no se hizo de la misma forma que hace 3 meses atras.-
3/13/2021 13:17:16;NO;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
3/13/2021 16:30:24;SI;SI;NO;Poco satisfactoria;Buena;Descarga de la página web de ATM;Sería útil poder generar planes de pago para pagar en la Bolsa de Comercio.
3/13/2021 16:58:19;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
3/13/2021 21:20:08;SI;SI;SI;Nada satisfactoria;Buena;Descarga de la página web de ATM;"FALTA UNA SECCIÓN DE QUE HACER ANTE PROBLEMAS. 
EJEMPLO AYER PAGUE ONLINE, TIRO MENSAJE DE ERROR, LA PLATA SI LA DESCONTÓ DEL BANCO PERO NO SE IMPUTÓ EN EL PLAN DE PAGO. 
EL ERROR ME DICE CONTACTE CON EL ADMINISTRADOR, PERO NO HAY VISIBLE UN LUGAR DE CONTACTO PARA ESTAS SITUACIONES."
3/14/2021 1:09:58;SI;SI;SI;Satisfactoria;Muy Buena;Entrega en su domicilio real;
3/14/2021 8:13:42;SI;SI;SI;Satisfactoria;Muy Buena;Lo solicito en la Bolsa de Comercio de Mendoza;Esta encuesta solicita respuesta de cómo resulta el trámite realizado a través del expediente electrónico antes de que sea resuelto. Es un error.
3/14/2021 10:37:41;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
3/14/2021 16:25:06;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
3/14/2021 16:25:21;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
3/14/2021 22:04:43;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
3/15/2021 7:39:54;NO;SI;SI;Muy satisfactoria;Buena;Entrega en su domicilio real;
3/15/2021 8:20:58;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;Por favor acrediten los pagos que realizan, cuando se paga algo que reclaman, porque lo suelen reclamar varias veces
3/15/2021 8:44:49;SI;SI;SI;Nada satisfactoria;Muy Buena;Recepción por correo electrónico;Todavía no recibimos respuesta de un trámite que se efectuó a fines de Diciembre 2020.
3/15/2021 8:47:07;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
3/15/2021 9:13:09;SI;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;
3/15/2021 9:19:18;NO;NO;NO;Poco satisfactoria;Regular;Descarga de la página web de ATM;NO ME PERMITE REALIZAR EL PAGO ANUAL, NI PAGAR BOLETAS DEL AÑO ANTERIOR
3/15/2021 9:24:18;NO;NO;SI;Poco satisfactoria;Regular;Descarga de la página web de ATM;NO ES FACIL PAGAR. NO PUEDO PAGAR AÑO COMPLETO, NI CUOTAS VENCIDAS
3/15/2021 9:49:07;SI;SI;NO;Nada satisfactoria;Regular;Descarga de la página web de ATM;Los tramites virtuales los responden con muchisima lentitud  . Llevo 3 meses esperando un sellado. 
3/15/2021 10:45:42;SI;SI;SI;Poco satisfactoria;Regular;Entrega en su domicilio real;Prefiero algo más Ágil
3/15/2021 10:50:09;SI;SI;NO;Poco satisfactoria;Mala;Descarga de la página web de ATM;
3/15/2021 10:50:47;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
3/15/2021 10:57:28;NO;SI;NO;Poco satisfactoria;Mala;Recepción por correo electrónico;
3/15/2021 11:09:30;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;DEBERÁAN RESPONDER DE FORMA MAS RÁPIDA
3/15/2021 11:28:52;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;MUCHA DEMORA EN LA RESPUESTA DE LOS TRAMITES INICIADOS EN FORMA ON LINE Y FALTA DE RESPUESTA A LOS MAILS ENVIADOS A LA PERSONA ENCARGADA DE LA GESTION DEL TRAMITE
3/15/2021 11:31:04;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
3/15/2021 11:41:13;SI;SI;SI;Muy satisfactoria;Buena;Descarga de la página web de ATM;
3/15/2021 11:49:34;SI;SI;NO;Nada satisfactoria;Buena;Recepción por correo electrónico;
3/15/2021 12:01:42;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
3/15/2021 12:17:19;SI;SI;NO;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;Han mejorado mucho! Sigan así! saludos cordiales
3/15/2021 12:59:05;SI;SI;NO;Poco satisfactoria;Regular;Descarga de la página web de ATM;Dificil encontrar la seccion de cambio de domicilio. El cambio de domicilio lo necesito hacer en todas las areas (automotor, inmobiliario, IIBB, etc). Deberia estar unificada la seccion de dicho tramite. 
3/15/2021 13:33:57;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
3/15/2021 14:01:44;NO;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
3/15/2021 14:18:35;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
3/15/2021 14:56:45;SI;NO;NO;Poco satisfactoria;Regular;Descarga de la página web de ATM;"aumentar la capacidad de generar planes
"
3/15/2021 16:27:39;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;Debería optimizarse el tiempo que toma hacer altas/bajas/modificaciones en AFIP y surtan efecto en ATM. Y asignar más recursos para que la página no se caiga
3/15/2021 16:58:49;SI;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;
3/15/2021 17:18:20;SI;NO;NO;Nada satisfactoria;Regular;Descarga de la página web de ATM;
3/15/2021 17:24:48;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;
3/15/2021 17:41:37;NO;SI;SI;Satisfactoria;Muy Buena;Recepción por correo electrónico;
3/15/2021 18:17:16;NO;SI;NO;Satisfactoria;Buena;Descarga de la página web de ATM;
3/15/2021 18:48:07;SI;SI;NO;Poco satisfactoria;Regular;Descarga de la página web de ATM;Tienen que agilizar los accesos, liquidaciones, ser claros en la información. Tengo que hacerlo para todos los conocidos porque el trámite no es sencillo
3/15/2021 18:54:24;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
3/15/2021 18:55:10;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;sería más práctico si en el correo electrónico que envían para avisar que hay una nueva notificación electrónica enviaran mayor información referida a dicha notificación
3/15/2021 19:08:28;SI;SI;NO;Nada satisfactoria;Regular;Recepción por correo electrónico;POR FAVOR ES NECESARIO QUE ADECUEN LOS SITEMAS, ES LA SEGUNDA VEZ QUE ENCUENTRO QUE LES HAN DADO DE BAJAS A CONTRIBUYENTES Q SIGUEN PRESENTANDO EN TIENPO Y FORMA Y PAGANDO SUS DECLARACIONES JURADAS. TAMBIEN PODRIAN GESTIONAR MAS RAPIDO LOS TRAMITES ON LINE, ESTUVE 1 SEMANA ESPERANDO QUE ME VOLVIERAN A DAR EL ALTA DE UN CONTRIBUYENTE, CUANDO ANTESS ESO ERA ´RESENCIAL Y SE HACIA EN EL MOMENTO, Y EL TELEFONO 148 NO ATIENDEN NUNCA HORAS ESPERANDO QUE ALGUIEN RESPONDA
3/15/2021 21:15:20;NO;NO;NO;Poco satisfactoria;Regular;Entrega en su domicilio real;
3/15/2021 21:27:45;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
3/15/2021 21:40:32;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
3/15/2021 21:53:07;SI;SI;SI;Satisfactoria;Buena;Lo recibo por correo electrónico, pero inmobiliario no llegó año 2021;Los sistemas deben permitir imprimir los boletos patrimoniales aunque estén pagados, que es dónde está la liquidación de los mismos y se certifica si  lo pagado es realmente lo liquidado.
3/15/2021 22:53:51;NO;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
3/16/2021 0:03:41;NO;SI;NO;Satisfactoria;Buena;Entrega en su domicilio real;
3/16/2021 9:06:17;SI;SI;NO;Muy satisfactoria;Mala;Descarga de la página web de ATM;
3/16/2021 9:27:48;NO;NO;NO;Poco satisfactoria;Regular;Recepción por correo electrónico;
3/16/2021 9:31:24;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
3/16/2021 9:32:18;NO;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;(PARA LOS PROGRAMADORES WEB) DISEÑAR UN ESPACIO ÚNICO DE SELLADOS DE CONTRATOS DE LOCACIÓN YA QUE ES TOTALMENTE CONFUSO LLEGAR HASTA AHÍ, DE LOS SELLADOS EN GRAL.
3/16/2021 9:51:16;SI;SI;NO;Satisfactoria;Buena;Presencial. No me ha llegado por otro medio;Para hacer algunos trámites, es necesario un instructivo impresoque dan en la oficina. Podrían colocar una pestaña con los trámites, y que de ahí se descarguen dichos instructivos.
3/16/2021 10:00:13;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
3/16/2021 10:08:18;SI;SI;NO;Satisfactoria;Buena;Descarga de la página web de ATM;
3/16/2021 11:17:57;SI;SI;SI;Poco satisfactoria;Muy Buena;Descarga de la página web de ATM;
3/16/2021 11:29:38;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
3/16/2021 11:33:57;SI;SI;NO;Nada satisfactoria;Regular;Descarga de la página web de ATM;NO PUEDO ENTENDER NADA DE LO QUE ME ENVIAN COMO NOTIFICACIONES. QUIERO PAGAR Y NO PÙEDO!!!! 
3/16/2021 11:36:31;SI;SI;NO;Poco satisfactoria;Regular;Descarga de la página web de ATM;ES MUY COMPLICADO EL SELLADO DE LOS CONTRATOS DE LOCACION, POCO PRACTICO.
3/16/2021 11:50:18;NO;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;hay en mi caso algunas dudas , pero es por la falta de capacidad en tramites online
3/16/2021 12:39:14;SI;SI;SI;Satisfactoria;Regular;Descarga de la página web de ATM;
3/16/2021 13:29:25;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;es muy dificil comunicarse via telefonica, deberían poner mas gente
3/16/2021 13:40:29;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
3/16/2021 13:43:36;SI;NO;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;
3/16/2021 14:13:37;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;El servicio que más me agrada es poder pagar mis impuestos con la tarjeta de crédito.
3/16/2021 15:23:11;SI;NO;SI;Satisfactoria;Buena;Descarga de la página web de ATM;"El servicio de consultas ya sea telefonico o web esta bastante poco informado y ultimamente no estan ni asesorando correctamente ni resolviendo problemas
gracias"
3/16/2021 17:24:19;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
3/16/2021 17:26:01;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;Mas tramites on line como compensaciones entre impuestos
3/16/2021 18:06:11;NO;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;Soy contribuyente de convenio multilateral de otra jurisdicción y la verdad es que me resultó sencillo iniciar el trámite por este medio. Estoy esperando resolución
3/16/2021 19:42:20;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
3/16/2021 20:04:22;SI;SI;SI;Nada satisfactoria;Buena;Descarga de la página web de ATM;El trámite del punto 4. aún no ha sido resuelto
3/16/2021 22:18:18;SI;SI;SI;Muy satisfactoria;Buena;Descarga de la página web de ATM;Debería ser mas fácil obtener los libre deuda y poder obtener boletos ya pagados
3/16/2021 23:58:52;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
3/17/2021 0:47:51;NO;NO;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;Exelente
3/17/2021 8:44:34;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
3/17/2021 8:48:02;SI;NO;SI;Satisfactoria;Buena;Descarga de la página web de ATM;El alta de una nueva cuenta debería ser más sencillo y evitar las llamadas al centro de atención telefónica
3/17/2021 9:18:30;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
3/17/2021 9:21:55;SI;SI;SI;Muy satisfactoria;Muy Buena;Recepción por correo electrónico;
3/17/2021 9:49:52;SI;NO;NO;Poco satisfactoria;Regular;Entrega en su domicilio real;formas mas claras para< proceder .,pues no son del entendimiento de todos 
3/17/2021 10:16:09;SI;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;
3/17/2021 10:19:18;SI;NO;NO;Poco satisfactoria;Regular;Entrega en su domicilio real;
3/17/2021 10:39:17;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
3/17/2021 10:50:18;SI;SI;SI;Poco satisfactoria;Buena;Recepción por correo electrónico;Deberian contestas mas rapidos los pedidos de sellados. 
3/17/2021 11:06:47;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
3/17/2021 11:28:18;SI;SI;SI;Muy satisfactoria;Buena;No lo imprimo. Lo pago por pagos mis cuentas o por la web ATM;
3/17/2021 11:37:11;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
3/17/2021 11:47:02;SI;SI;SI;Nada satisfactoria;Regular;Entrega en su domicilio real;La página no funciona de manera óptima, en especial el aplicativo sellos.
3/17/2021 11:47:13;SI;SI;NO;Satisfactoria;Buena;Descarga de la página web de ATM;
3/17/2021 11:48:51;NO;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
3/17/2021 11:59:05;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
3/17/2021 12:11:36;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
3/17/2021 12:28:34;NO;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
3/17/2021 12:35:26;SI;SI;SI;Nada satisfactoria;Regular;Descarga de la página web de ATM;La pagina tiene varios fallos y muchas veces se encuentra caida.
3/17/2021 12:40:39;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
3/17/2021 12:50:24;SI;SI;SI;Nada satisfactoria;Buena;Descarga de la página web de ATM;ya que no atienden en el 148 opción 1 respondan los chat
3/17/2021 13:08:45;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
3/17/2021 13:39:03;SI;SI;SI;Satisfactoria;Muy Buena;Recepción por correo electrónico;"Por suerte se puede realizar varios trámites por la WEB porque la atención telefónica deja mucho que desear
Si bien la página está muy bien, no dejen de actualizarla y seguir mejorando aún más"
3/17/2021 13:49:02;NO;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;
3/17/2021 15:19:24;SI;NO;NO;Satisfactoria;Buena;Descarga de la página web de ATM;
3/17/2021 15:31:11;NO;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
3/17/2021 15:55:07;SI;NO;SI;Nada satisfactoria;Buena;Descarga de la página web de ATM;DESPUES DE DOS MESES DE GESTION DE TRÁMITE ELECTRÓNICO, AÚN NO DEMUESTRA MOVIMIENTOS. POCA INFORMACIÓN DEL PERSONAL TELEFÓNICO Y NO EXISTENCIA DE ESTPACIO VIRTUAL PARA RECLAMOS
3/17/2021 17:04:28;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
3/17/2021 17:09:47;SI;SI;SI;Satisfactoria;Regular;Descarga de la página web de ATM;
3/17/2021 18:17:41;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;Se me ha complicado dar de baja un mail antiguo, y me sigue apareciendo cuando intento adherirme al envío via mail. Me parece que deben corregir algo en el sistema para hacer esto más amigable. Creo que si uno actualiza el mail, eso deberìa ser suficiente para que la adhesión anterior también cambie a dicho mail. Si es posible me gustaría que alguien me llame para explicarme como se puede corregir esto.
3/17/2021 19:44:27;SI;SI;SI;Muy satisfactoria;Buena;Recepción por correo electrónico;
3/17/2021 19:51:30;NO;SI;NO;Poco satisfactoria;Buena;Descarga de la página web de ATM;
3/17/2021 20:34:03;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
3/17/2021 20:52:23;NO;SI;SI;Muy satisfactoria;Buena;Descarga de la página web de ATM;
3/17/2021 21:18:25;NO;SI;SI;Muy satisfactoria;Muy Buena;bolsa de comercio;
3/17/2021 22:01:30;NO;SI;SI;Muy satisfactoria;Muy Buena;bolsa de comercio;
3/17/2021 23:05:31;SI;SI;SI;Muy satisfactoria;Buena;Recepción por correo electrónico;
3/17/2021 23:28:49;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
3/18/2021 6:55:59;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;ESTE MEDIO ES MAS SATISFACTORIO PARA SELLAR CONTRATOS QUE MIS APLICATIVOS YA QUE SIEMPRE DEL OTRO LADO HAY UNA PERSONA QUE ASISTE EN CASO QUE FALTE ALGO . DESDE YA GRACIAS POR SU GESTION.
3/18/2021 7:28:29;SI;NO;SI;Poco satisfactoria;Regular;Entrega en su domicilio real;Se deberían poder hacer consultas ya que los teléfonos no funcionan
3/18/2021 8:18:55;SI;SI;SI;Nada satisfactoria;Regular;Descarga de la página web de ATM;los expedientes realizados tiene mucha demora.de resolución
3/18/2021 9:06:56;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
3/18/2021 9:42:38;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;eL SERVICIO ES EXCELENTE Y PRACTICO! LA GWENERACION DEL BOLETO PODRIA SER EN MENOR TIEMPO. POR LO DEMÁS GENIAL PODER HACER LOS TRAMITES ON-LINE. GRACIAS!
3/18/2021 9:55:04;SI;SI;NO;Satisfactoria;Regular;Descarga de la página web de ATM;MEJOREN PLATAFORMA SELLOS WEB, ES IMPOSIBLE SELLAR ACTUALMENTE, Y LA LINEA 148 NO TIENE UNA OPCION PARA HABLAR CON UN REPRESENTANTE Y RESOLVER DUDAS
